Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
09.01.9512;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 37, Segment 299. Dokumentation gem. DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;27.8;Kabelbau
05.10.9520;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse N2XY 4x25 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 50, Segment 260. Dokumentation gem. DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;78.5;Kabelbau
01.06.9528;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 16, Segment 226. Dokumentation gem. DIN 1998, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;65.13;Kabelbau
09.05.9536;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Warnband, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 36, Segment 187. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, DIN EN 1610. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;15.52;Kabelbau
05.12.9544;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 23, Segment 396. Dokumentation gem. DIN 18300, DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;30.09;Kabelbau
01.12.9552;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 7, Segment 185. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: Messprotokoll.;m;60.94;Kabelbau
09.06.9560;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 20, Segment 172. Dokumentation gem. DIN 18300, TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;49.37;Kabelbau
05.02.9568;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 44, Segment 3. Dokumentation gem. DIN 18300, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;31.37;Kabelbau
01.12.9576;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 4x16 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 28, Segment 451. Dokumentation gem. DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;13.95;Kabelbau
09.02.9584;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 24, Segment 67. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;17.8;Kabelbau
05.06.9592;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 5x10 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 20, Segment 6. Dokumentation gem. DAfStb-Richtlinie, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;37.43;Kabelbau
01.07.9600;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse N2XY 4x25 mit Warnband, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 16, Segment 285. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Messprotokoll.;m;40.33;Kabelbau
09.07.9608;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 4x16 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 44, Segment 193. Dokumentation gem. DAfStb-Richtlinie, DIN 1998. Abrechnung nach m. Nachweis: Materialzertifikate.;m;25.94;Kabelbau
05.05.9616;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 3, Segment 491. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;20.76;Kabelbau
01.05.9624;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 1, Segment 263. Dokumentation gem. DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;45.62;Kabelbau
09.01.9632;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse N2XY 4x25 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 5, Segment 25. Dokumentation gem. DAfStb-Richtlinie, DIN 4124. Abrechnung nach m. Nachweis: Messprotokoll.;m;22.32;Kabelbau
05.04.9640;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 38, Segment 114. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;65.37;Kabelbau
01.07.9648;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 5x10 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 16, Segment 453. Dokumentation gem. DIN 1045‑2, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;10.16;Kabelbau
09.03.9656;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 38, Segment 356. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;13.12;Kabelbau
05.07.9664;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 40, Segment 372. Dokumentation gem. DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;16.11;Kabelbau
01.10.9672;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 9, Segment 90. Dokumentation gem. DIN 1045‑2, DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;47.04;Kabelbau
09.09.9680;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 47, Segment 107. Dokumentation gem. DIN 4124, DIN EN 1610, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;37.8;Kabelbau
05.09.9688;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 42, Segment 87. Dokumentation gem. DIN EN 1610, DIN EN 206, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;73.52;Kabelbau
01.06.9696;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 47, Segment 145. Dokumentation gem. DIN 1045‑2, DIN 1998. Abrechnung nach m. Nachweis: Messprotokoll.;m;38.03;Kabelbau
09.01.9704;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 47, Segment 487. Dokumentation gem. DIN 1045‑2, DIN EN 1610, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;79.34;Kabelbau
05.10.9712;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 42, Segment 198. Dokumentation gem. DIN 1045‑2, DIN 4124. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;81.68;Kabelbau
01.01.9720;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 4x16 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 12, Segment 97. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;72.52;Kabelbau
09.02.9728;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 36, Segment 251. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;87.99;Kabelbau
05.05.9736;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 50, Segment 442. Dokumentation gem. DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;65.7;Kabelbau
01.03.9744;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 31, Segment 257. Dokumentation gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;68.32;Kabelbau
09.05.9752;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 35, Segment 105. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN 1998. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;11.18;Kabelbau
05.10.9760;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 31, Segment 190. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;6.78;Kabelbau
01.04.9768;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 17, Segment 376. Dokumentation gem. DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;7.46;Kabelbau
09.05.9776;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 14, Segment 138. Dokumentation gem. DAfStb-Richtlinie, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;65.93;Kabelbau
05.10.9784;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 36, Segment 52. Dokumentation gem. TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;82.6;Kabelbau
01.01.9792;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse N2XY 4x25 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 25, Segment 170. Dokumentation gem. DAfStb-Richtlinie, DIN 18300. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;23.29;Kabelbau
09.11.9800;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 14, Segment 126. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;16.41;Kabelbau
05.12.9808;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 26, Segment 97. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;47.59;Kabelbau
01.10.9816;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 35, Segment 244. Dokumentation gem. DAfStb-Richtlinie, DIN 1998. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;39.81;Kabelbau
09.02.9824;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 35, Segment 431. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN EN 1610. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;77.45;Kabelbau
05.10.9832;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 29, Segment 321. Dokumentation gem. DIN EN 1610, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;7.3;Kabelbau
01.12.9840;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 1, Segment 422. Dokumentation gem. DAfStb-Richtlinie, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;5.77;Kabelbau
09.07.9848;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 17, Segment 458. Dokumentation gem. DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;77.77;Kabelbau
05.06.9856;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 11, Segment 237. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;22.28;Kabelbau
01.04.9864;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 49, Segment 376. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;77.66;Kabelbau
09.05.9872;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 4, Segment 458. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;11.24;Kabelbau
05.08.9880;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 48, Segment 431. Dokumentation gem. DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;61.17;Kabelbau
01.09.9888;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 20, Segment 151. Dokumentation gem. DIN 18300, DIN 1998, DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;73.81;Kabelbau
09.11.9896;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 28, Segment 108. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;80.91;Kabelbau
05.10.9904;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 39, Segment 225. Dokumentation gem. DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;10.44;Kabelbau
01.12.9912;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 11, Segment 372. Dokumentation gem. DIN 1045‑2, DIN 4124. Abrechnung nach m. Nachweis: Messprotokoll.;m;61.54;Kabelbau
09.08.9920;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 43, Segment 448. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;70.62;Kabelbau
05.10.9928;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 4x16 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 5, Segment 483. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;33.14;Kabelbau
01.04.9936;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 22, Segment 261. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;6.08;Kabelbau
09.02.9944;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 44, Segment 451. Dokumentation gem. DIN 18300, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;80.51;Kabelbau
05.12.9952;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 42, Segment 194. Dokumentation gem. DAfStb-Richtlinie, DIN 4124. Abrechnung nach m. Nachweis: As‑Built.;m;16.16;Kabelbau
01.07.9960;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 30, Segment 158. Dokumentation gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;26.97;Kabelbau
09.09.9968;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 19, Segment 415. Dokumentation gem. DIN 1998, DIN 4124, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;27.25;Kabelbau
05.09.9976;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 37, Segment 137. Dokumentation gem. DAfStb-Richtlinie, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;30.34;Kabelbau
01.06.9984;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 30, Segment 248. Dokumentation gem. DIN 18300, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;4.87;Kabelbau
09.03.9992;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 31, Segment 343. Dokumentation gem. DAfStb-Richtlinie, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;21.1;Kabelbau
05.06.10000;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 7, Segment 361. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;13.52;Kabelbau
01.11.0008;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 11, Segment 447. Dokumentation gem. DAfStb-Richtlinie, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;21.77;Kabelbau
09.09.0016;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 27, Segment 360. Dokumentation gem. DIN 18300, DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;51.99;Kabelbau
05.08.0024;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 28, Segment 98. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;49.86;Kabelbau
01.05.0032;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 5, Segment 259. Dokumentation gem. DIN 18300, DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;88.95;Kabelbau
09.11.0040;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 32, Segment 209. Dokumentation gem. DIN 18300, DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;51.41;Kabelbau
05.06.0048;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 2, Segment 163. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;68.21;Kabelbau
01.05.0056;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 37, Segment 169. Dokumentation gem. DIN 18300, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;62.68;Kabelbau
09.12.0064;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 7, Segment 417. Dokumentation gem. DIN 1045‑2, TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;74.1;Kabelbau
05.09.0072;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 9, Segment 360. Dokumentation gem. DIN 18300, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;58.14;Kabelbau
01.05.0080;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 35, Segment 154. Dokumentation gem. DIN 18300, DIN 1998. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;82.16;Kabelbau
09.04.0088;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 11, Segment 277. Dokumentation gem. DIN 1998, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;33.62;Kabelbau
05.02.0096;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 18, Segment 341. Dokumentation gem. DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;27.81;Kabelbau
01.11.0104;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 2, Segment 381. Dokumentation gem. ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;59.35;Kabelbau
09.05.0112;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 5, Segment 495. Dokumentation gem. DIN 18300, DIN 4124, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;42.72;Kabelbau
